E1,E2,E3,E4,E5
-123,155,-102,-25,-137
-131,147,-108,-33,-144
-140,146,-113,-38,-146
-146,152,-116,-37,-142
-145,163,-114,-31,-135
-137,173,-110,-21,-127
-123,179,-106,-11,-122
-108,181,-102,-3,-122
-97,181,-100,3,-123
-91,183,-100,6,-123
-88,189,-101,9,-119
-87,196,-103,12,-114
-86,200,-104,14,-108
-85,198,-105,16,-104
-85,192,-105,17,-106
-83,185,-102,17,-109
-79,179,-99,19,-112
-74,175,-95,20,-110
-69,173,-92,22,-103
-67,169,-91,22,-92
-70,162,-92,21,-81
-75,155,-96,20,-74
-80,151,-101,19,-72
-81,152,-105,20,-74
-77,157,-107,23,-75
-71,163,-106,25,-74
-66,168,-104,27,-71
-62,172,-101,25,-67
-60,173,-98,22,-65
-58,175,-97,18,-67
-53,179,-97,15,-72
-46,184,-100,14,-78
-38,187,-105,14,-83
-30,187,-110,14,-86
-23,182,-114,12,-87
-18,174,-116,8,-89
-16,165,-117,3,-91
-18,155,-117,-3,-92
-24,147,-116,-10,-92
-32,139,-116,-17,-91
-38,132,-118,-24,-90
-38,125,-121,-30,-91
-29,121,-124,-34,-95
-16,118,-127,-36,-100
-5,117,-128,-37,-104
1,117,-129,-36,-106
-1,119,-129,-34,-105
-6,123,-129,-30,-102
-10,129,-128,-25,-100
-8,136,-127,-19,-100
-3,145,-126,-12,-101
1,153,-124,-8,-101
0,157,-122,-6,-98
-6,157,-120,-7,-92
-14,152,-119,-8,-85
-19,145,-119,-7,-79
-17,138,-122,-4,-77
-10,131,-125,0,-77
-2,124,-130,1,-79
3,116,-133,-2,-79
2,108,-136,-9,-76
-3,100,-136,-17,-72
-7,93,-137,-24,-68
-9,89,-137,-30,-66
-7,87,-140,-35,-66
-3,88,-145,-41,-68
2,90,-151,-49,-70
5,95,-158,-54,-72
8,100,-165,-55,-75
10,106,-171,-51,-78
11,111,-178,-45,-83
9,111,-186,-41,-89
6,105,-193,-44,-93
0,96,-200,-54,-95
-5,86,-203,-66,-94
-9,79,-203,-76,-90
-10,75,-199,-79,-87
-9,73,-196,-76,-84
-7,69,-194,-71,-83
-7,61,-196,-68,-83
-8,49,-202,-71,-83
-12,38,-210,-78,-84
-17,31,-218,-86,-84
-21,30,-224,-91,-83
-22,32,-227,-91,-82
-18,35,-228,-89,-79
-12,34,-227,-85,-75
-5,32,-228,-83,-70
0,30,-229,-82,-66
-2,32,-232,-83,-66
-8,38,-236,-86,-68
-18,44,-241,-88,-74
-26,45,-246,-91,-81
-30,38,-252,-93,-86
-29,25,-257,-95,-90
-24,11,-261,-97,-91
-19,-1,-265,-99,-92
-16,-9,-268,-103,-93
-17,-15,-271,-109,-95
-21,-23,-274,-118,-97
-27,-33,-277,-128,-97
-34,-44,-278,-138,-96
-41,-51,-279,-144,-93
-46,-52,-279,-145,-91
-48,-46,-278,-143,-91
-44,-37,-279,-140,-93
-34,-28,-281,-137,-96
-22,-22,-284,-135,-98
-13,-18,-287,-136,-99
-9,-15,-289,-138,-99
-12,-11,-291,-139,-99
-19,-9,-292,-140,-101
-25,-10,-296,-140,-105
-27,-14,-300,-141,-109
-25,-20,-303,-142,-114
-20,-27,-304,-143,-115
-16,-33,-303,-145,-114
-13,-40,-301,-146,-111
-10,-50,-299,-147,-106
-6,-63,-300,-149,-101
-1,-77,-303,-152,-97
-1,-88,-307,-157,-93
-7,-93,-310,-162,-91
-21,-92,-311,-167,-89
-35,-86,-310,-168,-89
-44,-79,-309,-164,-90
-42,-73,-310,-156,-93
-28,-69,-313,-148,-97
-11,-65,-316,-141,-100
3,-60,-318,-140,-103
9,-53,-319,-144,-107
8,-48,-317,-152,-110
6,-46,-315,-162,-115
5,-48,-313,-171,-121
6,-53,-312,-177,-127
8,-58,-313,-180,-132
5,-64,-313,-182,-135
-2,-69,-313,-184,-136
-11,-74,-312,-186,-135
-18,-80,-311,-190,-134
-22,-86,-309,-194,-135
-23,-93,-307,-198,-139
-22,-97,-307,-203,-147
-21,-100,-309,-208,-160
-18,-101,-315,-214,-175
-15,-99,-322,-218,-189
-10,-94,-331,-221,-202
-8,-86,-339,-221,-212
-9,-74,-345,-218,-219
-15,-60,-347,-213,-225
-24,-47,-346,-209,-231
-32,-39,-342,-207,-238
-34,-40,-339,-206,-245
-32,-48,-337,-209,-252
-30,-60,-336,-213,-257
-33,-72,-337,-219,-262
-44,-82,-338,-228,-265
-60,-89,-339,-237,-267
-76,-96,-338,-246,-269
-84,-104,-336,-252,-270
-82,-112,-333,-253,-272
-72,-119,-328,-248,-273
-63,-120,-323,-239,-275
-61,-114,-316,-231,-277
-68,-103,-310,-224,-279
-79,-89,-306,-221,-283
-89,-78,-303,-220,-288
-93,-70,-301,-221,-293
-94,-64,-299,-221,-298
-97,-58,-299,-221,-304
-104,-50,-298,-221,-310
-117,-42,-299,-221,-317
-128,-35,-301,-221,-324
-133,-31,-304,-221,-333
-130,-33,-307,-220,-340
-123,-37,-310,-219,-345
-120,-45,-310,-218,-349
-127,-54,-310,-221,-351
-142,-64,-309,-227,-352
-159,-74,-308,-236,-354
-170,-83,-308,-246,-355
-172,-89,-310,-254,-357
-167,-89,-312,-258,-358
-162,-85,-315,-260,-358
-161,-78,-317,-258,-358
-165,-70,-319,-257,-359
-171,-64,-320,-258,-362
-175,-58,-321,-262,-367
-177,-53,-323,-266,-373
-179,-47,-326,-270,-378
-182,-41,-329,-272,-383
-188,-35,-332,-269,-386
-194,-32,-333,-264,-389
-198,-33,-332,-260,-392
-200,-35,-329,-257,-396
-199,-37,-327,-257,-400
-197,-40,-326,-259,-404
-195,-41,-326,-259,-407
-192,-43,-326,-258,-409
-187,-48,-324,-256,-409
-182,-54,-321,-256,-410
-178,-63,-318,-261,-412
-178,-71,-316,-270,-417
-183,-77,-317,-281,-424
-191,-79,-321,-291,-431
-199,-77,-327,-295,-435
-205,-73,-332,-293,-437
-207,-66,-334,-287,-437
-207,-57,-333,-280,-435
-206,-47,-332,-274,-434
-206,-37,-334,-271,-434
-207,-30,-339,-270,-436
-208,-27,-348,-269,-440
-208,-30,-358,-270,-442
-209,-36,-365,-271,-445
-209,-44,-369,-274,-446
-210,-51,-368,-278,-447
-213,-57,-364,-284,-448
-218,-64,-360,-288,-448
-225,-71,-356,-291,-448
-232,-79,-353,-292,-447
-236,-84,-349,-291,-445
-235,-85,-345,-288,-442
-226,-79,-340,-282,-440
-212,-71,-336,-276,-437
-199,-63,-333,-269,-434
-192,-59,-331,-265,-430
-194,-57,-331,-262,-425
-206,-52,-331,-260,-420
-223,-42,-330,-258,-416
-237,-27,-328,-254,-413
-245,-10,-326,-249,-412
-245,-1,-322,-244,-412
-240,-2,-318,-241,-412
-232,-12,-312,-241,-412
-223,-27,-305,-244,-410
-213,-37,-299,-247,-407
-202,-40,-294,-249,-402
-193,-38,-292,-249,-397
-187,-36,-292,-248,-393
-189,-39,-292,-247,-391
-197,-47,-292,-247,-390
-209,-57,-290,-247,-392
-216,-61,-288,-247,-394
-215,-59,-287,-245,-395
-204,-50,-288,-241,-396
-189,-39,-291,-239,-394
-176,-30,-295,-237,-392
-172,-25,-299,-238,-390
-177,-22,-301,-240,-389
-186,-19,-302,-241,-389
-195,-16,-303,-242,-390
-198,-13,-306,-241,-392
-196,-13,-309,-242,-394
-190,-17,-313,-244,-396
-186,-22,-316,-248,-399
-184,-28,-317,-254,-401
-185,-32,-316,-260,-403
-186,-38,-315,-264,-405
-182,-45,-313,-265,-405
-173,-54,-310,-262,-402
-162,-63,-306,-258,-398
-151,-70,-303,-251,-392
-143,-70,-301,-242,-388
-137,-66,-303,-235,-387
-131,-59,-307,-229,-391
-123,-52,-313,-228,-398
-113,-47,-317,-231,-407
-106,-41,-319,-235,-413
-105,-34,-316,-238,-415
-112,-26,-311,-236,-411
-122,-18,-306,-228,-404
-127,-14,-301,-218,-395
-118,-17,-296,-210,-388
-96,-24,-291,-207,-383
-68,-32,-286,-211,-382
-45,-39,-281,-219,-382
-38,-44,-279,-226,-382
-46,-48,-279,-228,-381
-62,-53,-283,-225,-381
-75,-62,-288,-222,-382
-77,-71,-292,-223,-385
-67,-78,-295,-229,-392
-54,-81,-298,-241,-400
-46,-80,-302,-253,-407
-44,-74,-307,-262,-411
-48,-67,-315,-266,-411
-51,-59,-321,-265,-408
-51,-50,-324,-260,-404
-49,-41,-322,-253,-401
-52,-31,-316,-244,-398
-63,-24,-307,-236,-397
-80,-22,-301,-230,-394
-96,-25,-297,-226,-392
-103,-30,-298,-227,-389
-98,-37,-301,-232,-388
-85,-43,-304,-238,-387
-75,-50,-305,-245,-387
-74,-59,-304,-250,-387
-84,-71,-303,-254,-385
-99,-84,-305,-257,-381
-113,-95,-308,-261,-376
-122,-101,-315,-265,-372
-127,-101,-321,-268,-371
-136,-98,-326,-269,-373
-151,-95,-329,-268,-377
-172,-92,-328,-263,-381
-192,-88,-328,-258,-383
-205,-80,-328,-252,-384
-207,-69,-329,-245,-383
-203,-57,-332,-240,-381
-201,-49,-334,-235,-380
-205,-49,-336,-232,-380
-215,-56,-337,-232,-381
-224,-66,-337,-234,-382
-227,-73,-337,-238,-383
-221,-76,-336,-242,-383
-211,-76,-335,-245,-384
-205,-78,-334,-248,-384
-208,-85,-335,-252,-386
-220,-97,-337,-256,-389
-236,-111,-342,-261,-394
-248,-120,-348,-268,-398
-252,-122,-353,-275,-403
-248,-117,-358,-282,-407
-239,-110,-361,-287,-410
-234,-104,-364,-291,-411
-235,-101,-365,-293,-412
-243,-97,-366,-293,-411
-253,-92,-365,-290,-410
-259,-85,-362,-284,-407
-257,-76,-358,-275,-404
-248,-71,-354,-265,-400
-235,-70,-350,-257,-396
-226,-76,-349,-252,-393
-224,-85,-350,-251,-392
-231,-96,-353,-255,-394
-241,-106,-357,-263,-400
-247,-116,-362,-271,-408
-247,-128,-365,-280,-416
-242,-139,-366,-286,-422
-239,-149,-366,-289,-424
-242,-153,-367,-289,-423
-253,-151,-369,-285,-421
-265,-145,-372,-279,-421
-273,-137,-375,-274,-425
-270,-133,-378,-271,-434
-258,-131,-380,-268,-445
-242,-129,-381,-265,-456
-227,-124,-382,-263,-462
-220,-113,-383,-260,-464
-218,-102,-384,-259,-462
-220,-95,-384,-262,-457
-222,-96,-381,-268,-452
-222,-105,-377,-275,-447
-221,-117,-373,-281,-443
-222,-126,-371,-284,-439
-222,-130,-370,-283,-438
-222,-130,-371,-281,-439
-218,-132,-372,-281,-444
-210,-139,-373,-285,-451
-201,-151,-373,-292,-459
-193,-163,-374,-299,-465
-189,-169,-376,-303,-468
-190,-165,-378,-303,-468
-192,-154,-380,-300,-466
-193,-141,-381,-295,-465
-190,-132,-383,-293,-466
-184,-127,-385,-293,-467
-179,-123,-390,-296,-468
-178,-118,-395,-299,-465
-181,-109,-399,-300,-457
-188,-97,-398,-298,-448
-193,-87,-392,-295,-440
-194,-81,-382,-292,-436
-189,-82,-373,-292,-437
-181,-88,-370,-297,-443
-175,-96,-375,-304,-451
-173,-106,-387,-312,-459
-177,-115,-403,-319,-466
-185,-124,-419,-323,-472
-195,-131,-429,-322,-477
-203,-134,-432,-316,-479
-206,-130,-428,-306,-478
-203,-122,-416,-291,-472
-190,-112,-399,-276,-462
-165,-102,-381,-261,-450
-122,-94,-362,-249,-438
-61,-84,-344,-238,-426
19,-70,-325,-227,-413
115,-50,-305,-214,-396
219,-29,-283,-198,-376
324,-11,-260,-181,-354
421,-2,-240,-166,-334
500,-2,-224,-154,-319
558,-6,-214,-146,-307
594,-9,-207,-138,-295
614,-6,-198,-129,-280
625,0,-186,-118,-258
632,3,-171,-107,-234
637,-1,-157,-100,-211
638,-10,-147,-97,-194
631,-20,-144,-98,-186
616,-23,-147,-100,-186
595,-17,-152,-100,-188
573,-5,-155,-99,-191
554,7,-157,-98,-193
539,15,-159,-100,-196
524,18,-166,-106,-203
500,18,-180,-116,-217
461,20,-203,-128,-239
397,22,-232,-142,-267
305,21,-264,-159,-298
186,15,-296,-178,-329
48,3,-324,-198,-356
-95,-11,-345,-214,-377
-224,-21,-358,-221,-390
-320,-25,-361,-218,-395
-370,-25,-356,-209,-393
-375,-24,-345,-199,-386
-344,-28,-332,-195,-378
-295,-36,-318,-197,-369
-242,-45,-306,-203,-363
-196,-52,-297,-206,-359
-158,-55,-289,-203,-358
-124,-54,-285,-193,-358
-92,-51,-283,-181,-357
-61,-47,-283,-170,-354
-35,-40,-283,-165,-348
-19,-29,-283,-163,-340
-17,-15,-281,-163,-331
-26,-2,-279,-161,-324
-43,4,-279,-157,-319
-58,-1,-280,-154,-315
-65,-14,-284,-152,-312
-60,-29,-287,-155,-308
-47,-42,-289,-161,-304
-30,-48,-289,-168,-302
-15,-51,-288,-174,-304
-6,-54,-287,-179,-310
-3,-61,-287,-183,-318
-4,-72,-288,-187,-324
-9,-82,-288,-193,-327
-14,-87,-287,-199,-327
-18,-86,-285,-205,-327
-20,-81,-284,-209,-328
-15,-75,-284,-210,-332
-3,-70,-287,-209,-338
15,-66,-291,-205,-343
33,-59,-294,-199,-346
44,-49,-296,-194,-345
43,-38,-295,-190,-343
31,-29,-294,-188,-344
13,-26,-294,-189,-347
0,-31,-296,-191,-352
-2,-39,-300,-194,-356
7,-48,-306,-196,-355
21,-54,-310,-195,-350
31,-59,-312,-189,-341
30,-64,-311,-182,-335
20,-72,-308,-175,-333
7,-81,-304,-172,-336
0,-90,-302,-176,-344
2,-95,-302,-186,-353
13,-96,-306,-198,-361
25,-96,-312,-208,-367
34,-97,-318,-212,-371
39,-99,-323,-210,-375
43,-100,-326,-204,-380
48,-94,-327,-198,-382
54,-82,-328,-195,-380
58,-65,-328,-196,-373
55,-51,-328,-200,-362
46,-45,-328,-204,-352
37,-50,-328,-205,-346
33,-61,-326,-204,-345
40,-73,-325,-201,-349
54,-80,-324,-199,-353
67,-83,-323,-197,-354
75,-85,-321,-197,-351
75,-91,-317,-198,-345
72,-102,-312,-200,-338
73,-114,-306,-202,-334
80,-122,-301,-205,-332
87,-121,-298,-206,-332
90,-114,-295,-208,-332
82,-104,-292,-211,-329
67,-95,-288,-214,-324
54,-89,-284,-216,-318
49,-83,-281,-216,-312
56,-76,-280,-210,-308
67,-67,-283,-200,-305
75,-59,-287,-187,-302
75,-56,-291,-178,-300
68,-58,-293,-175,-296
60,-63,-292,-178,-292
56,-67,-288,-184,-288
60,-70,-284,-190,-284
68,-72,-281,-192,-282
75,-77,-280,-190,-281
81,-87,-280,-185,-281
84,-100,-280,-181,-283
89,-111,-279,-181,-286
96,-115,-279,-184,-291
105,-112,-279,-189,-297
113,-107,-282,-195,-305
118,-103,-286,-200,-312
119,-103,-290,-205,-318
119,-105,-292,-207,-322
121,-104,-291,-206,-322
126,-99,-286,-201,-319
133,-89,-282,-194,-314
140,-82,-280,-187,-312
144,-79,-282,-182,-312
145,-82,-286,-183,-316
144,-88,-291,-188,-321
144,-93,-293,-196,-324
146,-94,-290,-203,-321
151,-96,-283,-207,-312
155,-101,-274,-208,-299
156,-113,-265,-207,-284
154,-130,-258,-205,-272
150,-146,-254,-205,-266
150,-156,-254,-207,-264
157,-160,-255,-210,-267
172,-160,-256,-214,-272
190,-161,-259,-216,-277
204,-162,-262,-216,-282
208,-165,-265,-216,-285
202,-165,-270,-214,-287
189,-161,-274,-214,-288
177,-157,-277,-215,-287
173,-157,-280,-218,-286
179,-162,-282,-223,-284
193,-173,-284,-228,-282
207,-185,-286,-234,-280
217,-194,-288,-241,-279
221,-201,-289,-250,-279
219,-208,-288,-261,-278
217,-219,-284,-274,-278
216,-237,-278,-285,-277
217,-258,-271,-293,-276
219,-275,-266,-295,-273
221,-284,-264,-293,-268
222,-286,-262,-289,-262
221,-283,-261,-286,-255
219,-283,-259,-284,-247
219,-288,-256,-285,-240
221,-294,-254,-285,-235
227,-299,-254,-284,-230
235,-298,-256,-281,-225
242,-292,-260,-277,-219
247,-287,-264,-274,-214
247,-288,-267,-271,-211
244,-296,-268,-269,-212
243,-308,-267,-267,-216
246,-318,-268,-265,-222
253,-324,-269,-264,-230
263,-325,-270,-264,-235
271,-326,-271,-266,-237
275,-332,-270,-269,-235
273,-342,-265,-272,-231
270,-353,-258,-272,-228
268,-361,-251,-271,-228
272,-362,-245,-269,-232
280,-359,-240,-268,-238
292,-357,-239,-271,-244
305,-362,-239,-277,-248
314,-370,-240,-284,-250
320,-377,-242,-288,-250
322,-373,-244,-286,-250
318,-353,-246,-276,-252
309,-318,-248,-261,-255
298,-274,-248,-244,-258
287,-231,-247,-229,-258
282,-194,-245,-220,-254
283,-168,-243,-217,-248
291,-152,-240,-217,-243
301,-145,-237,-219,-240
308,-144,-236,-219,-241
310,-146,-236,-214,-243
309,-147,-235,-207,-244
307,-144,-234,-199,-241
310,-135,-231,-191,-235
317,-123,-226,-185,-229
325,-110,-218,-180,-225
328,-102,-210,-177,-222
322,-100,-202,-173,-221
310,-102,-196,-168,-220
298,-101,-194,-162,-215
295,-95,-195,-155,-208
301,-81,-198,-148,-200
314,-63,-201,-140,-195
323,-46,-201,-133,-193
323,-32,-197,-125,-196
311,-21,-191,-119,-201
293,-10,-183,-114,-209
280,2,-172,-111,-217
276,14,-159,-110,-224
281,23,-141,-109,-232
290,26,-118,-108,-238
293,24,-89,-104,-243
288,23,-56,-97,-245
276,26,-23,-87,-244
263,35,8,-74,-238
254,45,36,-60,-227
251,54,59,-46,-212
251,58,80,-33,-192
249,58,98,-18,-168
242,61,117,-2,-138
230,69,137,17,-102
217,83,159,40,-59
207,99,182,65,-12
199,110,204,91,38
193,111,223,116,87
186,102,234,137,135
177,86,235,155,183
166,68,226,169,231
157,47,209,180,285
152,24,187,190,343
149,-2,162,199,404
147,-32,137,207,466
141,-63,111,216,525
128,-92,82,225,583
108,-118,51,233,639
85,-142,17,240,696
65,-165,-19,246,752
51,-187,-54,249,804
45,-207,-84,250,846
46,-219,-109,249,873
50,-221,-128,246,883
54,-215,-142,240,876
54,-205,-153,230,855
50,-198,-165,214,820
43,-197,-182,191,774
38,-199,-205,161,716
39,-202,-235,127,648
49,-203,-270,90,571
68,-203,-307,53,493
93,-205,-345,18,420
116,-212,-383,-14,355
132,-222,-421,-42,299
140,-234,-458,-66,250
142,-243,-493,-87,200
144,-247,-524,-106,146
152,-244,-549,-124,88
168,-238,-567,-143,28
190,-230,-575,-159,-27
211,-218,-575,-172,-73
224,-202,-569,-180,-110
225,-182,-557,-183,-140
216,-160,-542,-184,-166
203,-139,-525,-184,-191
193,-123,-506,-185,-214
191,-110,-485,-185,-233
197,-100,-462,-181,-245
206,-90,-437,-168,-250
213,-81,-409,-148,-251
213,-74,-382,-124,-251
209,-72,-354,-102,-251
203,-73,-326,-88,-251
199,-76,-297,-82,-249
195,-75,-268,-83,-243
188,-70,-241,-87,-231
175,-64,-219,-89,-217
158,-60,-202,-87,-203
142,-59,-190,-82,-191
134,-61,-183,-75,-183
138,-60,-175,-69,-177
148,-50,-167,-64,-173
158,-33,-158,-61,-170
161,-14,-150,-60,-171
154,2,-145,-59,-175
143,8,-144,-58,-182
137,5,-146,-56,-189
139,1,-150,-55,-196
148,1,-153,-53,-198
157,8,-152,-51,-197
158,18,-147,-50,-193
151,24,-140,-48,-187
140,22,-133,-47,-181
135,12,-128,-46,-177
138,2,-127,-46,-173
148,-4,-127,-47,-169
155,-1,-128,-50,-166
154,6,-126,-55,-163
145,12,-121,-59,-160
135,13,-115,-62,-159
135,11,-108,-63,-158
147,10,-102,-60,-160
167,18,-99,-57,-162
185,32,-97,-53,-162
191,49,-95,-49,-161
182,62,-93,-45,-156
166,66,-91,-39,-149
151,63,-89,-31,-143
144,57,-88,-23,-141
147,52,-88,-18,-144
153,48,-92,-16,-149
157,45,-96,-18,-153
155,38,-99,-21,-153
150,30,-99,-22,-148
147,21,-96,-21,-140
148,15,-89,-17,-132
152,13,-82,-13,-128
156,14,-75,-13,-128
155,15,-73,-17,-131
151,16,-72,-23,-134
145,19,-73,-26,-135
142,27,-71,-23,-130
141,37,-67,-15,-123
142,49,-60,-4,-115
141,56,-53,5,-108
137,57,-48,11,-102
131,54,-44,12,-96
126,53,-42,12,-87
122,57,-39,13,-77
121,66,-34,18,-66
119,74,-29,26,-57
114,75,-25,32,-54
107,68,-24,34,-56
101,54,-26,30,-62
99,41,-28,23,-67
104,35,-30,16,-69
113,35,-29,12,-65
119,38,-26,14,-56
119,39,-22,18,-44
111,38,-19,23,-33
100,37,-17,26,-26
92,41,-14,27,-23
91,51,-8,28,-23
96,67,-1,31,-22
103,82,7,38,-21
109,91,13,45,-19
113,92,14,50,-16
115,87,12,51,-15
121,81,7,48,-15
128,75,3,45,-15
133,69,3,43,-13
128,63,7,46,-9
110,55,15,51,-4
83,48,22,57,2
58,45,28,61,6
45,47,31,62,8
52,50,32,61,8
74,52,32,58,9
101,50,31,56,10
120,46,29,55,11
123,44,27,56,13
115,48,23,59,14
104,59,19,65,14
102,71,16,71,14
111,79,14,76,14
127,79,15,78,15
142,74,17,78,17
150,70,19,76,19
150,73,21,73,20
148,81,23,71,21
149,89,25,68,20
153,91,26,65,19
158,83,28,62,17
160,68,29,61,15
157,54,28,63,13
153,46,26,69,10
155,47,23,76,7
165,52,20,81,6
180,55,18,82,8
194,53,16,78,11
199,47,16,73,14
196,42,18,69,16
186,44,19,67,17
176,54,21,68,17
172,67,23,69,18
176,79,25,67,23
184,85,27,64,31
192,86,30,62,41
194,84,34,63,49
186,84,40,68,55
169,87,45,76,57
148,89,50,83,58
129,88,52,86,61
119,82,53,85,65
121,71,51,81,70
131,60,50,76,74
142,53,50,72,77
144,51,51,71,76
137,53,53,73,75
123,55,54,76,74
111,56,54,78,74
107,54,51,79,74
111,54,48,78,74
116,58,46,76,74
115,68,46,74,74
104,82,49,73,77
85,95,56,75,83
66,104,63,80,91
52,107,69,85,98
45,102,73,91,104
41,93,74,95,106
34,83,75,95,106
24,74,76,94,106
10,70,77,93,107
0,68,80,93,110
-6,67,83,95,112
-6,65,84,99,113
-5,60,84,103,111
-6,52,81,105,108
-11,43,77,105,105
-19,38,74,103,104
-25,40,72,102,104
-29,49,72,102,106
-31,61,73,105,108
-33,72,73,110,112
-37,77,73,116,118
-42,77,71,124,125
-46,75,71,132,133
-47,74,75,140,141
-43,75,82,148,147
-38,76,92,155,152
-34,71,101,160,156
-34,61,108,163,162
-39,46,110,164,170
-47,32,108,163,179
-54,24,104,160,188
-59,23,101,156,195
-60,23,101,151,199
-56,21,104,146,201
-50,16,110,143,205
-42,9,115,145,211
-33,7,119,150,218
-25,12,122,156,227
-20,23,125,163,233
-19,35,128,167,237
-22,43,133,170,240
-27,47,138,172,243
-34,49,143,176,249
-41,50,148,183,258
-48,52,154,190,268
-51,52,161,195,277
-49,46,168,198,285
-43,37,176,198,294
-34,28,184,197,304
-29,23,192,196,317
-34,25,201,198,333
-49,32,209,202,350
-72,36,218,206,364
-93,34,225,209,374
-105,26,231,213,379
-103,20,235,219,383
-91,23,239,228,387
-77,36,243,240,393
-71,55,248,253,401
-74,70,252,262,409
-82,75,253,265,415
-88,70,251,259,415
-87,59,245,249,411
-76,51,238,237,404
-63,49,233,227,397
-51,52,232,222,393
-47,54,234,222,393
-49,49,238,224,395
-55,37,241,228,397
-61,23,241,231,399
-66,11,239,235,400
-71,7,237,240,402
-77,8,237,245,405
-83,11,237,251,409
-89,12,237,253,412
-92,11,234,251,411
-95,10,226,243,406
-101,9,216,232,397
-113,11,204,221,389
-130,12,194,215,386
-147,12,189,216,388
-157,11,189,225,397
-151,10,195,238,410
-127,11,205,252,423
-88,14,218,261,434
-39,17,230,263,443
15,17,244,260,453
74,14,258,259,466
143,8,276,265,485
228,4,297,279,510
329,4,321,300,538
437,8,344,323,565
539,15,363,340,588
621,22,378,351,607
675,28,390,356,624
705,34,402,360,644
719,44,416,369,666
729,56,431,383,689
737,70,447,399,710
742,82,458,414,726
739,90,466,425,737
724,93,470,431,743
702,93,473,434,748
676,93,477,436,754
653,94,481,439,758
632,93,484,440,757
611,88,482,437,748
582,76,472,426,730
536,61,455,409,705
469,46,433,385,676
377,35,406,360,646
261,29,379,335,619
127,27,352,314,596
-16,26,331,299,579
-151,27,318,291,570
-258,29,315,290,568
-323,34,323,298,571
-340,43,338,311,577
-315,54,356,327,582
-263,65,373,343,585
-200,72,385,355,587
-141,75,393,362,589
-94,74,397,362,592
-61,73,400,357,597
-40,71,403,350,603
-28,70,407,345,607
-23,69,413,343,606
-22,67,419,344,602
-24,64,426,348,597
-26,61,431,351,591
-25,59,436,353,587
-20,59,440,353,585
-10,61,445,353,585
2,65,451,353,587
13,71,458,356,589
21,78,465,362,591
21,86,471,369,594
15,93,476,374,596
6,99,478,378,597
-3,103,481,380,594
-5,104,483,381,588
-1,103,488,383,580
6,102,494,387,571
11,102,501,391,563
10,103,506,393,557
2,104,509,393,555
-8,104,510,390,553
-16,104,511,385,552
-18,104,514,381,550
-15,106,519,378,547
-11,109,527,376,544
-11,114,535,376,542
-15,118,543,375,541
-21,120,547,375,540
-25,121,549,375,537
-23,120,551,376,532
-16,122,552,377,526
-7,127,555,379,520
1,137,558,381,517
4,149,561,381,518
5,161,563,380,521
5,172,564,379,525
2,179,565,379,528
-5,183,568,379,528
-18,185,571,379,526
-36,183,575,377,525
-55,179,578,374,525
-67,172,580,371,526
-67,165,583,370,528
-56,159,586,372,529
-38,156,590,378,528
-23,158,594,387,528
-15,163,599,397,528
-16,171,603,406,531
-21,179,605,412,537
-25,185,607,416,544
-23,189,609,417,550
-14,192,613,416,554
-1,196,618,416,556
11,202,625,417,557
20,211,631,421,559
21,218,638,426,562
16,223,643,431,565
10,222,648,433,566
6,217,651,432,566
7,210,652,427,564
13,204,652,422,562
20,202,652,420,563
22,204,654,421,568
19,210,659,427,574
12,215,666,435,580
6,217,673,443,584
5,215,678,448,583
9,211,679,451,580
15,206,677,452,576
18,205,675,453,575
14,208,675,456,578
7,214,680,461,582
0,221,687,467,588
-6,225,695,472,592
-8,226,701,477,595
-8,225,703,481,597
-7,226,702,483,600
-4,230,701,486,603
0,238,703,487,607
6,246,707,486,610
12,252,712,482,613
15,251,716,477,615
14,245,718,472,618
12,237,719,470,623
11,231,719,472,628
15,228,722,478,632
20,229,727,487,634
24,230,734,498,634
24,230,741,510,634
18,228,747,521,636
10,227,750,530,641
3,229,750,536,649
2,234,750,538,657
8,241,749,537,662
20,247,749,535,662
35,250,751,532,661
49,247,753,529,660
57,243,755,524,661
58,238,758,518,665
53,235,762,510,669
46,234,766,502,672
44,233,771,496,673
50,230,776,495,673
64,227,780,496,674
81,223,782,500,677
97,220,782,503,682
108,218,781,504,688
113,216,782,506,694
114,213,785,508,698
115,208,789,511,701
116,202,793,515,702
118,195,795,517,703
121,191,793,519,703
129,190,790,521,704
142,190,787,524,707
158,192,785,528,711
175,194,786,532,715
184,198,789,534,718
183,202,794,533,719
173,206,798,529,716
160,208,799,526,712
151,206,799,526,709
151,200,797,527,708
160,193,795,530,710
172,187,794,531,713
181,185,794,529,717
183,187,795,525,719
180,190,797,521,720
174,191,799,517,720
171,189,800,513,719
173,185,799,511,720
177,182,799,511,721
181,183,798,515,724
179,191,800,522,729
170,202,803,532,733
157,215,808,541,738
146,225,814,548,742
143,231,819,550,746
150,234,823,548,750
163,237,827,544,754
175,241,830,541,759
180,246,835,540,764
176,250,842,540,768
169,252,850,541,770
166,250,858,541,772
168,247,863,541,772
175,245,863,542,773
180,247,861,545,775
177,253,859,549,778
167,260,858,554,782
154,265,861,559,786
147,268,865,563,790
148,269,868,568,793
156,272,870,573,794
162,278,870,578,796
162,287,872,582,798
153,298,876,587,801
140,307,881,590,804
130,310,887,591,806
129,308,890,591,807
136,302,891,589,807
147,295,889,586,807
156,291,886,584,806
156,290,884,583,807
149,294,884,587,809
